Loan no,Dependents,Graduate,Self_employed,bnf_income,co_bnf_income,loan_amt,loan_term,cred_hist,property_worth,property_area,loan_status
498,0,1,1,1588,16467,83000,60,0,106000,0,1
499,5,0,0,15758,19685,23000,120,0,356000,1,0
500,3,0,1,9988,7619,96000,60,1,469000,1,1
501,1,1,1,1654,7158,108000,60,1,341000,0,1
502,4,0,1,19736,17438,58000,120,1,13000,1,1
503,3,1,1,2426,19670,136000,180,0,49000,1,0
504,5,1,1,3573,8137,101000,180,1,233000,1,1
505,4,1,1,11044,342,117000,240,0,416000,1,0
506,1,1,0,581,13623,41000,180,1,39000,2,1
507,3,1,1,13245,14726,51000,240,1,389000,2,1
508,4,1,1,6170,11483,67000,120,0,324000,0,0
509,2,1,0,2070,16843,130000,180,1,114000,1,1
510,0,0,0,6008,5311,67000,120,0,90000,1,0
511,2,0,0,5412,14000,64000,240,0,182000,1,0
512,0,0,0,3826,16436,116000,120,0,338000,1,0
513,2,1,0,19659,1052,71000,180,0,57000,1,1
514,0,0,1,3925,11148,24000,120,1,429000,1,1
515,1,0,0,3934,7301,111000,60,1,174000,0,1
516,5,0,0,900,1575,137000,60,0,424000,0,0
517,5,1,1,18629,2851,88000,120,0,206000,1,0
518,3,0,0,14819,19979,45000,120,1,345000,2,1
519,2,0,0,10432,9766,72000,180,1,271000,1,1
520,5,1,1,3128,2039,27000,240,0,148000,1,0
521,3,0,0,12618,3148,56000,240,0,243000,0,0
522,1,1,1,269,10393,33000,60,0,135000,0,1
523,4,0,0,4961,8717,7000,180,1,166000,1,0
524,2,0,0,6491,11870,65000,120,1,263000,2,1
525,0,1,1,5412,5881,117000,120,0,322000,1,1
526,2,1,0,17699,14153,101000,120,1,264000,1,1
527,2,0,0,14077,18213,102000,60,0,253000,1,0
528,0,1,0,4638,6823,45000,240,1,58000,0,1
529,5,1,0,2530,6209,120000,240,1,31000,0,0
530,2,0,1,18775,15009,130000,240,0,236000,2,1
531,5,0,0,9782,17933,138000,120,0,445000,2,0
532,2,1,1,5943,15347,134000,60,0,288000,0,1
533,4,1,1,1813,6860,147000,120,1,182000,2,1
534,2,0,0,12353,7549,88000,240,1,251000,1,1
535,1,0,0,5775,17624,128000,240,1,281000,2,1
536,4,0,0,18494,216,129000,240,0,415000,1,0
537,4,0,1,7667,11128,15000,180,1,82000,1,1
538,2,1,1,2140,18666,132000,60,0,3000,1,1
539,4,1,0,8432,5872,111000,240,1,165000,1,1
540,2,0,0,5970,6621,146000,180,0,299000,2,1
541,3,0,1,471,16344,130000,180,1,395000,1,1
542,2,1,0,6758,7372,45000,180,0,452000,1,1
543,1,0,1,6341,6575,90000,60,1,167000,0,1
544,5,1,1,8050,19679,118000,120,0,129000,1,0
545,4,1,1,4992,7824,100000,60,0,301000,0,0
546,5,1,1,7300,7225,6000,180,0,155000,1,0
547,1,1,0,4382,4836,69000,60,1,225000,2,1
548,3,1,1,8324,5807,125000,240,1,469000,2,1
549,2,1,0,7534,7770,1000,120,0,11000,0,0
550,1,0,1,4955,16028,11000,60,1,160000,2,1
551,2,1,0,4848,4404,148000,180,1,133000,2,1
552,1,0,1,17362,3954,126000,120,0,221000,0,0
553,2,0,0,10856,10180,29000,60,1,389000,0,1
554,2,1,0,12920,11987,36000,60,0,28000,0,0
555,2,1,0,4179,8983,137000,60,1,96000,1,1
556,3,1,0,10503,13472,20000,60,1,324000,2,1
557,3,1,0,12280,5167,16000,60,0,426000,1,0
558,5,0,1,9449,18833,3000,120,0,27000,1,0
559,5,0,1,17187,7863,111000,180,1,251000,0,0
560,3,0,1,6358,15238,128000,240,1,72000,0,0
561,2,0,1,1260,9298,143000,240,1,19000,2,1
562,4,1,1,1793,17405,131000,60,0,398000,1,0
563,2,0,0,1535,16500,5000,240,1,150000,1,1
564,5,0,1,14932,14948,10000,180,1,148000,1,1
565,1,1,1,11223,3637,149000,240,1,134000,2,1
566,5,0,1,5304,4496,62000,60,1,351000,2,1
567,5,0,1,1228,8194,126000,60,1,428000,2,1
568,5,1,0,9401,5199,127000,60,1,295000,1,1
569,1,1,0,14255,6742,98000,120,1,47000,0,1
570,3,1,1,12169,14331,20000,180,0,52000,2,1
571,2,1,1,17586,13929,131000,240,1,252000,1,1
572,2,0,0,7972,4208,6000,180,1,3000,2,1
573,2,1,1,12205,2599,38000,120,1,435000,1,1
574,2,0,1,403,18367,149000,180,1,212000,2,1
575,3,1,1,9854,15012,81000,60,0,147000,1,0
576,5,0,0,6612,4387,107000,180,1,482000,0,0
577,3,1,0,8496,5646,33000,240,0,32000,0,0
578,5,0,0,9081,2195,123000,60,1,102000,0,0
579,0,1,1,1599,35,29000,240,0,399000,0,1
580,0,1,1,1871,2649,90000,180,1,205000,0,1
581,4,0,0,5722,9668,85000,60,0,151000,2,0
582,1,1,1,11681,19074,109000,120,0,260000,1,1
583,3,1,1,7818,9546,50000,180,1,346000,1,1
584,0,1,1,13502,8246,20000,60,1,260000,1,1
585,3,1,0,113,13335,92000,240,1,370000,1,1
586,5,0,0,19512,9482,115000,120,0,201000,2,0
587,4,0,1,3990,4591,64000,120,1,200000,0,0
588,0,1,0,2702,1268,74000,120,0,235000,0,0
589,4,1,0,1792,12200,93000,240,1,370000,0,0
590,3,0,0,7085,10079,99000,240,0,119000,1,0
591,1,1,0,8608,17888,49000,240,0,269000,2,1
592,4,0,0,19537,17598,27000,120,1,388000,0,0
593,1,1,1,1267,19662,105000,180,1,118000,1,1
594,2,0,0,7121,1445,123000,120,1,218000,2,1
595,5,1,1,13192,10554,74000,60,0,429000,2,1
596,0,0,1,1692,13910,61000,180,0,22000,1,1
597,1,0,0,1278,17777,138000,60,0,125000,1,0
598,3,0,0,7966,9081,48000,60,1,407000,0,0
599,2,1,1,13009,403,126000,240,1,74000,1,1
600,3,0,1,4999,8048,80000,120,0,316000,1,0
601,3,1,0,9783,15791,72000,120,1,364000,1,1
602,0,1,1,5709,11657,91000,60,1,23000,2,1
603,2,1,1,12517,9009,143000,180,1,90000,0,1
604,3,0,0,13776,12212,41000,240,1,120000,0,0
605,0,0,0,12759,10842,140000,60,0,142000,0,0
606,0,0,0,11486,1271,43000,120,0,445000,1,0
607,3,1,0,11504,3281,146000,240,1,114000,0,0
608,2,1,1,12312,3232,33000,60,0,89000,1,1
609,5,1,1,13245,1912,139000,240,0,479000,1,0
610,0,0,1,13940,2043,68000,180,1,123000,0,1
611,1,1,0,18720,16257,2000,60,0,276000,1,1
612,2,1,1,1699,13316,90000,180,0,221000,2,1
613,2,0,1,5547,4258,84000,180,1,282000,2,1
614,2,1,1,10870,5342,132000,60,0,469000,1,1
615,1,1,0,11755,15174,27000,240,1,382000,2,1
616,5,1,1,15676,13604,73000,180,1,95000,1,1
617,1,0,1,7560,7718,123000,180,1,162000,0,1
618,0,0,1,8815,9343,146000,180,0,184000,2,1
619,0,0,0,6089,12151,104000,240,0,76000,1,0
620,4,1,0,11184,11417,114000,120,0,66000,2,0
621,1,0,0,10396,15941,141000,120,1,20000,0,1
622,0,1,1,12271,11825,78000,240,0,309000,1,1
623,2,1,1,4853,448,117000,60,1,490000,0,1
624,0,1,1,6862,7536,29000,180,1,85000,1,1
625,3,0,0,1047,14581,82000,180,1,284000,2,1
626,0,0,0,392,6843,113000,180,1,240000,2,1
627,3,0,1,8849,6112,26000,120,0,56000,1,0
628,2,0,0,12878,3338,123000,180,1,193000,2,1
629,1,1,0,5290,416,101000,120,0,236000,2,1
630,2,1,0,4401,183,135000,120,1,437000,1,1
631,5,1,0,7263,19659,90000,120,0,348000,2,0
632,4,1,0,12071,10106,5000,240,0,270000,0,0
633,5,1,0,4075,8803,139000,60,0,164000,0,0
634,0,0,0,12487,19764,13000,60,0,170000,0,0
635,4,0,0,8649,10377,37000,240,1,432000,0,0
636,1,0,1,1366,3914,55000,120,0,182000,0,0
637,5,0,0,1238,5456,103000,60,1,41000,1,0
638,2,0,0,9863,13749,26000,60,0,147000,1,0
639,3,0,0,8761,17269,75000,180,0,481000,2,0
640,4,1,0,16030,10806,109000,60,1,184000,1,1
641,5,1,0,391,2093,146000,240,0,57000,1,0
642,0,1,1,10165,1903,73000,240,0,149000,0,1
643,4,1,0,2497,7711,141000,120,1,125000,2,1
644,4,1,1,2658,4336,125000,60,0,299000,1,0
645,3,1,0,10209,3635,13000,120,0,336000,2,0
646,0,0,1,3705,14670,40000,60,1,228000,2,1
647,5,0,0,10997,9354,53000,240,0,365000,1,0
648,0,0,0,11629,16794,26000,120,0,248000,2,1
649,3,1,1,18442,19280,116000,180,0,358000,2,1
650,3,1,0,444,1649,135000,120,0,389000,2,0
651,2,1,0,6860,8046,127000,60,0,436000,0,0
652,2,1,0,11051,5391,34000,180,0,79000,0,0
653,4,0,1,5388,3429,135000,180,0,327000,0,0
654,0,1,0,3055,4393,15000,180,0,284000,2,1
655,4,1,1,11587,4088,47000,180,1,250000,1,1
656,1,1,0,7406,9531,139000,60,1,127000,1,1
657,2,1,1,2710,488,113000,120,0,321000,2,1
658,3,0,0,5316,5854,136000,60,0,318000,2,0
659,0,1,0,10682,18341,24000,60,0,222000,0,0
660,4,0,0,13226,3486,2000,60,1,401000,0,0
661,1,0,1,1881,11843,60000,120,1,358000,2,1
662,1,0,0,3987,11371,90000,60,0,73000,1,0
663,3,0,0,8213,9451,15000,180,1,333000,0,0
664,4,1,1,13784,16333,22000,60,0,370000,0,0
665,4,1,1,3340,19923,1000,240,0,231000,2,1
666,0,1,1,311,9693,32000,120,0,99000,0,1
667,4,0,1,12252,912,91000,180,0,180000,1,0
668,1,0,1,5111,12817,61000,60,1,106000,1,1
669,3,0,1,18664,14442,144000,240,0,2000,1,0
670,1,1,1,9006,11543,129000,120,0,395000,0,1
671,3,1,0,2715,944,128000,240,0,238000,2,0
672,0,1,1,5030,19782,65000,180,1,425000,1,1
673,0,0,0,13004,8045,25000,60,1,494000,0,1
674,2,1,0,2429,7761,133000,240,0,32000,2,1
675,3,1,0,8835,4987,20000,180,1,60000,1,1
676,1,1,1,10444,18621,105000,180,1,334000,1,1
677,3,1,0,12058,3511,133000,180,1,237000,2,1
678,5,1,1,13290,16052,145000,180,1,360000,1,1
679,3,0,1,5191,9301,78000,240,1,205000,0,0
680,1,0,1,19952,10970,23000,120,1,50000,2,1
681,3,0,1,7161,4821,18000,240,1,433000,1,1
682,3,0,0,8703,12864,95000,180,0,146000,2,0
683,4,1,1,768,8885,1000,60,1,106000,1,1
684,3,1,0,17633,19351,90000,180,0,346000,2,0
685,0,1,1,3217,3624,84000,180,0,352000,1,1
686,4,1,1,12174,4487,130000,60,0,44000,1,0
687,4,1,1,5321,6502,41000,180,1,233000,1,1
688,5,1,0,2159,9983,15000,60,0,326000,2,0
689,5,1,1,11986,14662,40000,120,0,418000,1,0
690,5,0,0,1991,10959,116000,120,1,498000,1,0
691,3,1,0,10020,6025,34000,120,1,235000,0,0
692,1,1,0,16624,12692,68000,120,0,431000,2,1
693,5,0,1,11597,3192,71000,180,1,71000,0,0
694,5,1,0,5251,1523,15000,240,0,61000,1,0
695,1,0,0,9235,7953,12000,60,0,157000,0,0
696,4,1,0,2461,842,81000,60,0,138000,2,0
697,2,1,1,10168,14141,12000,240,1,270000,0,1
698,4,0,0,6141,16099,36000,240,1,29000,0,0
699,2,0,1,5984,7110,18000,180,1,125000,2,1
700,4,1,0,4690,4969,94000,60,1,155000,2,1
701,5,0,0,16911,9414,147000,180,1,87000,1,0
702,1,0,0,17076,14015,118000,240,1,148000,0,1
703,5,0,1,10837,7427,96000,120,0,299000,2,0
704,3,1,0,15729,19215,115000,60,0,83000,1,0
705,2,1,0,12238,5241,103000,60,0,170000,1,1
706,5,0,0,11787,1984,29000,180,0,473000,0,0
707,5,0,1,4485,15063,11000,180,1,83000,0,0
708,3,0,0,8831,8235,40000,60,0,302000,2,0
709,3,0,1,7064,3215,143000,240,1,418000,0,0
710,2,0,1,6345,9328,109000,60,1,37000,1,1
711,5,1,1,15905,15847,63000,180,0,409000,1,0
712,2,0,1,1157,5668,106000,180,0,22000,2,1
713,5,1,1,4499,3061,40000,120,0,479000,2,1
714,4,1,1,13209,5836,31000,60,1,101000,2,1
715,3,1,0,11427,9355,60000,60,0,300000,0,0
716,2,0,1,11569,304,40000,60,1,357000,0,1
717,1,1,0,3946,10798,117000,240,1,80000,2,1
718,1,1,1,12138,12425,49000,180,0,10000,1,1
719,4,1,0,11720,16237,64000,240,1,44000,1,1
720,1,1,0,17427,6141,60000,60,0,183000,0,0
721,2,1,0,3754,3535,53000,60,1,414000,1,1
722,3,0,0,12432,14413,90000,240,0,135000,1,0
723,5,1,0,1805,4333,71000,180,0,288000,0,0
724,0,1,1,577,5675,55000,180,0,254000,0,1
725,4,0,1,11365,14754,21000,120,0,267000,0,0
726,4,0,0,15874,16977,47000,60,1,267000,2,1
727,5,0,1,7321,18655,77000,60,1,137000,2,1
728,5,0,0,14035,8592,85000,60,0,20000,1,0
729,0,0,0,5233,5603,25000,180,0,260000,1,0
730,4,0,1,3322,4486,108000,240,1,65000,0,0
731,0,1,0,14419,11851,41000,120,0,168000,1,1
732,2,1,1,7239,8339,2000,240,0,281000,1,1
733,4,0,0,4234,5606,30000,240,1,399000,2,1
734,5,0,1,7544,2444,108000,180,1,18000,2,1
735,3,0,1,1448,684,19000,120,0,388000,2,0
736,1,1,0,2622,14545,140000,120,0,82000,0,0
737,1,0,0,8396,8304,131000,120,1,82000,2,1
738,5,0,0,10143,10556,123000,240,1,286000,0,0
739,3,1,0,19814,1298,71000,60,1,309000,1,1
740,0,1,1,9053,3323,128000,240,1,99000,0,1
741,1,0,1,7578,3993,90000,60,0,266000,1,1
742,1,0,1,5974,3488,22000,120,1,83000,0,1
743,3,0,0,8324,13441,39000,240,1,66000,1,0
744,3,1,1,6605,6806,38000,120,0,262000,2,1
745,0,1,1,19323,3569,74000,180,1,472000,2,1
746,5,1,1,2729,1494,37000,240,0,49000,2,1
747,3,0,1,13303,14992,9000,180,0,113000,1,0
748,3,1,1,2651,4410,127000,60,1,222000,1,1
749,4,0,1,4023,13912,23000,240,1,308000,0,0
750,3,0,0,10149,12145,47000,60,1,448000,1,0
751,1,0,1,7294,5450,99000,60,1,98000,2,1
752,1,1,0,1433,6100,149000,240,1,9000,1,1
753,5,1,0,10974,4387,9000,120,1,229000,0,0
754,0,1,0,3968,15927,144000,60,0,42000,1,1
755,0,1,1,17368,12048,31000,120,0,188000,2,1
756,0,0,1,6204,11844,21000,120,1,422000,1,1
757,0,0,0,3425,10430,101000,240,0,27000,1,0
758,3,0,1,1614,16612,54000,120,1,438000,0,0
759,4,0,1,3080,6964,91000,180,0,435000,1,0
760,1,0,0,15292,8159,51000,240,1,307000,0,1
761,3,0,1,11127,4837,10000,60,1,137000,2,1
762,5,1,1,3277,2278,80000,120,1,229000,0,1
763,0,0,0,7448,1632,91000,60,0,63000,0,0
764,5,0,1,17974,1741,135000,240,0,248000,0,0
765,0,1,1,12505,7401,46000,120,1,231000,2,1
766,0,1,0,15802,1727,96000,60,0,197000,1,1
767,3,0,1,12018,19373,57000,60,1,415000,2,1
768,3,0,1,2125,7596,39000,120,0,159000,2,0
769,3,1,1,8166,9938,126000,240,0,376000,1,0
770,2,1,0,18554,3078,61000,120,1,173000,2,1
771,5,0,1,14345,17901,39000,180,0,239000,1,0
772,1,0,0,421,8716,12000,240,0,238000,0,0
773,3,0,1,9569,12407,53000,240,0,285000,1,0
774,4,1,1,13362,5606,66000,180,1,171000,0,1
775,1,0,1,4014,2914,62000,120,0,327000,1,1
776,4,1,0,11271,18386,92000,180,1,24000,0,0
777,3,1,0,2414,12296,18000,60,0,237000,1,0
778,0,1,1,9647,8221,37000,60,1,170000,1,1
779,0,1,0,10012,6020,31000,120,1,25000,1,1
780,5,0,0,17056,18677,122000,60,0,396000,0,0
781,0,0,0,10744,4,80000,180,1,19000,2,1
782,0,1,1,4255,3966,77000,240,0,280000,0,1
783,4,1,1,4941,8223,96000,60,0,231000,0,0
784,2,0,0,13250,12644,2000,180,1,268000,0,1
785,5,0,1,8526,10883,83000,240,0,436000,1,0
786,4,0,0,5845,13296,2000,60,0,305000,0,0
787,4,1,1,11650,11570,80000,180,1,359000,0,1
788,1,0,0,3777,381,15000,240,1,371000,1,1
789,4,0,0,10241,10509,47000,60,0,242000,0,0
790,0,0,0,4617,1229,24000,60,0,206000,1,0
791,4,1,0,19039,1905,131000,120,0,101000,2,0
792,0,1,1,2167,10039,113000,60,0,444000,0,1
793,5,0,1,6824,449,136000,120,1,185000,0,0
794,4,1,0,6582,2211,37000,60,0,91000,1,0
795,3,0,0,16876,12100,8000,60,1,248000,1,0
796,2,0,0,5728,13145,42000,240,0,473000,0,0
797,3,1,0,17213,10032,125000,120,1,221000,1,1
798,0,0,0,8091,14838,32000,240,1,66000,0,1
799,0,0,1,3637,14694,102000,240,0,142000,1,1
800,0,1,0,1503,11041,6000,120,1,237000,1,1
801,1,1,1,16317,11999,1000,60,0,282000,0,1
802,3,0,0,8922,3837,124000,180,0,218000,0,0
803,5,1,0,11211,8230,89000,120,1,487000,0,0
804,5,1,1,15863,7327,38000,120,0,346000,1,0
805,4,1,1,12619,4169,147000,180,0,60000,0,0
806,5,1,0,4380,17441,100000,180,0,124000,1,0
807,3,0,1,2625,1482,54000,180,0,430000,2,0
808,0,0,1,12051,6327,30000,120,1,407000,2,1
809,2,1,1,15406,18810,65000,120,0,285000,1,1
810,3,1,0,9963,14177,126000,60,1,29000,2,1
811,5,1,0,3248,7975,130000,120,1,96000,0,0
812,4,1,1,11807,13730,103000,60,0,255000,2,1
813,3,0,0,7790,18036,147000,120,1,278000,2,1
814,3,0,1,14422,4592,113000,120,0,41000,1,0
815,0,0,1,6708,3946,108000,240,1,127000,2,1
816,3,1,1,1100,6637,109000,120,0,40000,1,0
817,1,1,0,2139,5838,131000,180,0,221000,1,1
818,3,1,0,10929,693,51000,60,0,238000,0,0
819,1,1,1,15980,1683,116000,60,0,109000,0,1
820,4,1,1,7184,7928,94000,120,0,458000,2,1
821,1,1,1,1286,13360,66000,180,0,260000,2,1
822,3,0,0,8946,2474,58000,240,0,320000,0,0
823,1,0,1,3038,8884,9000,180,0,30000,0,0
824,1,0,1,1444,2809,57000,60,1,222000,2,1
825,4,1,0,9382,2969,140000,180,1,305000,1,1
826,5,1,1,2966,4478,95000,240,0,406000,2,1
827,3,0,0,5361,16983,38000,120,1,209000,0,0
828,5,1,0,1252,1367,140000,120,1,255000,0,0
829,2,1,0,2997,10650,139000,180,1,127000,1,1
830,3,1,0,14265,6675,146000,120,1,315000,2,1
831,2,0,1,13777,12533,78000,240,1,444000,2,1
832,2,0,1,4402,13935,91000,120,1,320000,0,1
833,4,1,0,12304,5496,141000,120,0,216000,1,0
834,1,1,0,2305,9665,106000,180,0,119000,0,0
835,0,1,0,9934,6495,75000,60,0,287000,2,1
836,2,1,0,17460,5682,136000,240,0,435000,2,1
837,5,1,0,5466,11373,77500,180,1,93000,0,0
838,2,0,0,212,6065,19000,60,1,114000,0,1
839,4,1,0,11261,9977,86000,120,0,465000,0,0
840,3,1,0,11153,165,45000,180,0,431000,1,0
841,3,1,1,9081,9063,44000,60,0,440000,0,0
842,3,1,0,1598,14978,77000,120,0,269000,2,0
843,1,1,0,2165,1082,123000,180,1,307000,2,1
844,0,1,1,7544,9344,75000,180,1,256000,1,1
845,3,0,0,760,2280,50000,120,0,67000,1,0
846,3,1,0,5932,1576,13000,120,1,116000,0,0
847,0,0,1,5491,13933,29000,120,0,391000,1,1
848,2,0,0,4057,12559,27000,240,0,290000,1,0
849,4,0,0,6692,10148,112000,180,0,158000,2,0
850,5,0,1,10163,1448,96000,180,0,196000,2,0
851,2,0,1,5303,10323,1000,60,1,130000,0,1
852,2,1,0,8394,9204,142000,240,1,81000,0,1
853,5,1,0,19023,12038,111000,120,1,205000,0,0
854,4,0,0,11210,13917,143000,180,0,410000,0,0
855,2,1,1,12069,11391,89000,180,0,39000,1,1
856,3,1,0,1827,4195,86000,180,0,316000,0,0
857,4,0,0,5008,13772,108000,120,1,47000,0,0
858,4,0,0,7467,1814,40000,120,1,11000,0,0
859,5,1,0,11942,11929,90000,180,0,386000,2,0
860,5,1,0,610,1605,59000,180,1,242000,1,1
861,0,0,1,10881,11718,88000,120,0,357000,0,0
862,5,0,1,6102,5750,88000,120,0,290000,1,0
863,1,1,0,10756,4092,43000,240,0,349000,1,1
864,3,1,0,10856,14486,25000,240,0,332000,0,0
865,1,1,1,895,6747,8000,240,0,136000,0,1
866,2,0,0,3375,6546,139000,120,1,462000,1,1
867,5,1,0,8113,3287,90000,60,1,290000,0,0
868,0,1,1,10906,19463,149000,120,0,133000,1,1
869,1,1,1,461,2501,110000,240,1,238000,2,1
870,5,0,0,9499,470,49000,240,0,465000,1,0
871,2,0,1,16800,12848,93000,240,1,171000,2,1
872,4,1,1,12706,5820,62000,60,0,197000,0,0
873,3,0,0,12306,12624,65000,240,0,178000,1,0
874,5,0,0,7782,4321,66000,180,0,186000,2,0
875,2,0,0,8458,10876,12000,60,1,253000,0,1
876,2,1,0,19595,8911,115000,180,1,237000,2,1
877,4,0,0,566,1694,31000,60,0,184000,1,0
878,2,1,0,5984,4389,52000,240,1,307000,2,1
879,5,0,1,5035,3112,131000,120,1,206000,1,1
880,3,0,1,17576,16811,108000,120,0,97000,0,0
881,1,1,1,2377,1094,30000,240,0,434000,2,1
882,1,0,1,1948,4200,141000,180,1,223000,1,1
883,0,1,1,18178,10739,3000,120,0,463000,1,1
884,5,1,1,6830,15314,149000,240,1,98000,2,1
885,2,0,0,5692,10448,6000,120,0,426000,0,0
886,3,1,1,15471,7205,80000,240,1,458000,2,1
887,0,0,0,12277,2066,33000,120,0,290000,2,1
888,4,1,0,2869,15543,148000,240,0,57000,2,0
889,2,0,0,3526,3386,10000,60,1,313000,1,1
890,0,0,1,9815,8875,72000,120,0,429000,0,0
891,0,1,0,19275,3435,26000,240,0,29000,1,1
892,5,1,1,7323,5445,53000,180,0,234000,0,0
893,1,1,1,7201,4855,4000,60,1,433000,0,1
894,1,0,1,690,4189,7000,120,1,219000,1,1
895,2,0,1,12048,8026,140000,240,1,466000,0,1
896,1,1,1,18976,1750,103000,240,1,9000,0,1
897,0,1,1,8778,6763,138000,180,0,460000,2,1
898,5,0,0,418,2385,101000,60,1,446000,0,0
899,4,1,0,10804,11119,69000,180,0,461000,2,0
900,0,1,0,12747,7965,74000,60,1,453000,0,1
901,2,1,1,805,4112,106000,240,0,231000,0,1
902,1,1,0,656,13265,86000,180,0,386000,0,0
903,0,0,1,13580,10925,130000,180,1,137000,1,1
904,0,0,1,11684,7293,108000,120,1,188000,2,1
905,3,1,0,8630,2676,40000,120,1,360000,1,1
906,0,0,0,6437,5053,85000,60,1,228000,2,1
907,0,0,0,12975,4813,133000,120,0,146000,2,1
908,1,1,1,8601,12207,145000,120,1,460000,2,1
909,5,1,0,7273,16088,67000,180,1,112000,1,1
910,5,0,0,5395,583,33000,60,1,260000,1,0
911,4,0,0,3771,12793,146000,240,1,408000,2,1
912,2,1,1,13497,3872,128000,120,0,193000,2,1
913,3,0,0,9610,10642,145000,180,1,354000,2,1
914,2,0,0,9994,5045,74000,180,1,444000,1,1
915,1,0,1,2318,18098,67000,180,0,67000,2,1
916,1,1,0,14460,6512,36000,60,0,177000,1,1
917,3,0,1,10990,3340,5000,60,1,314000,1,1
918,4,0,0,3875,10370,73000,180,1,364000,0,0
919,1,0,0,15117,15467,70000,240,1,297000,1,1
920,3,0,0,14969,1813,148000,60,1,350000,2,1
921,3,0,0,3913,420,82000,180,0,387000,0,0
922,0,1,0,10585,16702,123000,60,0,227000,1,1
923,0,0,0,19168,7147,71000,180,1,312000,2,1
924,4,1,1,4685,8086,67000,240,1,148000,2,1
925,1,1,0,213,3594,107000,120,0,229000,2,1
926,4,0,0,2571,10506,98000,120,0,444000,0,0
927,2,1,1,18740,8303,125000,60,1,89000,0,1
928,5,0,0,1563,8400,41000,120,1,44000,1,0
929,5,0,0,6258,7397,144000,240,1,415000,2,1
930,0,0,1,10876,10396,106000,60,1,387000,0,1
931,3,1,0,2839,2277,22000,60,0,182000,0,0
932,5,1,0,1447,6868,39000,240,1,22000,2,1
933,0,1,1,18848,17454,21000,60,1,458000,0,1
934,1,0,0,9555,7905,139000,60,1,396000,1,1
935,3,1,0,6784,1426,136000,60,0,369000,2,0
936,5,0,0,4985,10503,112000,60,0,40000,2,0
937,1,0,1,6919,7091,148000,120,1,425000,1,1
938,4,1,0,795,3638,11000,120,1,155000,0,0
939,2,0,1,15717,13965,39000,120,1,315000,0,1
940,3,0,1,11585,17089,107000,120,1,264000,0,0
941,1,0,1,10095,8885,99000,120,1,415000,2,1
942,0,1,1,5827,6862,148000,180,1,231000,2,1
943,3,0,0,10979,15138,56000,120,1,413000,0,0
944,5,1,0,7277,142,141000,120,1,158000,0,0
945,1,0,0,8584,10538,13000,180,1,373000,1,1
946,1,0,1,14399,12623,50000,120,0,366000,2,1
947,4,0,1,16281,3952,9000,60,0,482000,1,0
948,2,0,1,17940,1136,65000,180,0,172000,0,0
949,3,1,0,17156,7388,96000,240,0,413000,2,0
950,0,1,1,2181,7829,6000,120,0,338000,1,1
951,5,1,0,6733,11468,79000,240,0,28000,2,0
952,0,0,1,10447,4347,19000,240,0,489000,2,1
953,3,1,0,15991,8168,145000,240,1,167000,1,1
954,0,0,1,1202,7182,95000,180,1,396000,1,1
955,1,1,0,14278,4027,3000,180,0,486000,0,0
956,3,0,0,16218,8344,54000,240,1,15000,1,0
957,5,1,1,7326,14017,130000,60,1,36000,2,1
958,4,0,0,8835,16828,114000,120,1,427000,0,0
959,3,0,1,15536,18043,143000,240,1,328000,1,1
960,0,0,1,9496,9027,67000,60,1,172000,1,1
961,5,1,0,7254,1354,42000,60,0,150000,2,0
962,1,0,0,17500,182,116000,240,1,253000,1,1
963,3,0,1,9275,2043,103000,240,0,223000,1,0
964,5,0,1,19084,15469,57000,180,0,84000,2,0
965,1,0,0,10560,9087,15000,240,1,121000,1,1
966,5,1,0,10148,9766,20000,60,1,203000,0,0
967,3,0,0,12444,12415,14000,120,1,225000,1,0
968,5,0,1,14817,12218,113000,240,1,469000,0,0
969,3,0,0,5187,13517,82000,180,0,1000,0,0
970,1,1,1,16006,17388,67000,60,0,184000,0,1
971,3,0,0,7531,253,65000,120,0,471000,0,0
972,5,0,0,7491,16099,141000,120,0,106000,0,0
973,2,1,0,3562,7125,21000,180,0,78000,2,1
974,5,1,1,18098,3546,37000,240,0,418000,1,0
975,4,0,0,14019,11458,127000,180,1,326000,1,0
976,0,0,0,10755,10102,69000,180,0,421000,0,0
977,5,0,1,1410,7213,108000,180,1,62000,0,0
978,0,0,1,4410,10263,24000,60,0,381000,0,0
979,4,0,1,7781,10702,143000,240,0,401000,2,0
980,3,0,0,2007,6673,149000,120,0,485000,2,0
981,0,1,1,1118,10111,2000,180,0,187000,1,1
982,1,0,0,10838,7613,83000,120,1,50000,0,1
983,1,1,1,4117,6324,56000,240,1,225000,2,1
984,5,1,1,5239,8107,129000,240,0,185000,1,0
985,5,1,0,13202,8008,134000,60,0,207000,1,0
986,2,0,0,15008,5819,71000,60,1,73000,1,1
987,2,0,1,3644,2491,34000,60,1,224000,0,1
988,3,1,1,10753,6955,26000,240,0,251000,2,1
989,2,0,1,4027,16891,141000,240,1,226000,1,1
990,4,1,0,5721,11667,99000,180,1,11000,2,1
991,2,0,0,3524,1215,99000,180,1,211000,2,1
992,0,1,1,2807,3535,116000,240,0,49000,1,1
993,2,0,0,2070,3259,33000,180,1,391000,0,1
994,1,1,1,10498,16028,96000,120,1,129000,1,1
995,5,1,0,479,15472,119000,120,1,163000,1,1
996,2,1,1,5820,16678,104000,60,1,303000,2,1
